LICENSE NUMBER,LICENSE TYPE,ESTABLISHMENT,STREET ADDRESS,CITY/TOWN,PROVINCE,POSTAL CODE,Location
005956,Eating Establishment,Beaver Bank Station Limited,991 Windgate DR,Lower Sackville,NS,B4G 0A7,"Lower Sackville, NS B4G 0A7
(44.793403, -63.685017)"
005203,Lounge,Red Shoe Pub & Eatery Lounge,11533 Highway 19 ,Mabou,NS,B0E 1X0,"Mabou, NS B0E 1X0
(46.077579, -61.39362)"
005828,Eating Establishment,Rebecca's Restaurant,249 Edgewater  ST,Mahone Bay,NS,B0J 2E0,"Mahone Bay, NS B0J 2E0
(44.499319, -64.471872)"
001468,Special Premises,Neptune Theatre Foundation,1593 Argyle ST,Halifax,NS,B3J 2B2,"Halifax, NS B3J 2B2
(44.64533, -63.573882)"
005983,Eating Establishment,Alex Oh Sushi & Rolls Limited,1589 Dresden RW,Halifax,NS,B3J 2K4,"Halifax, NS B3J 2K4
(44.643977, -63.578445)"
003122,Special Premises,East Hants Arena Association,1076  Hwy 2 ,Lantz,NS,B2S 1M8,"Lantz, NS B2S 1M8
(44.986028, -63.483847)"
005799,Eating Establishment,Chowder House,90 Lighthouse RD,Neil's Harbour,NS,B0C 1N0,"Neil's Harbour, NS B0C 1N0
(46.812214, -60.324019)"
003828,Lounge,Engine Room Lounge,166 Esplanade ST,Truro,NS,B2N 2K3,"Truro, NS B2N 2K3
(45.362288, -63.278786)"
005556,Eating Establishment,Sushi Nami Dartmouth Restaurant,149 Hector Gate  ,Dartmouth Crossing,NS,B3B 0E5,"Dartmouth Crossing, NS B3B 0E5
(44.7091, -63.591479)"
005638,Eating Establishment,Baton Rouge Restaurant,1877 Hollis  ST,Halifax,NS,B3J 1W5,"Halifax, NS B3J 1W5
(44.649569, -63.573798)"
005561,Eating Establishment,J3 Pizza,50 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
005310,Lounge,"Acropole Pub & Grill Lng., Westville",1832-34 Main ST,Westville,NS,B0K 2A0,"Westville, NS B0K 2A0
(45.565231, -62.728178)"
005787,Eating Establishment,The Stretch Diner,3758 Highway #3 ,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
005879,Eating Establishment,The Nook on Gottingen ,2118 Gottingen  ST,Halifax,NS,B3K 0C5,"Halifax, NS B3K 0C5
(44.660312, -63.598736)"
006128,Eating Establishment,Groundswell Guest House,3281 Hwy #320 ,D'Escousse,NS,B0E 1K0,"D'Escousse, NS B0E 1K0
(45.570798, -60.980898)"
006076,Eating Establishment,Pictou County Pizza,814 Abercrombie RD,New Glasgow,NS,B2H 5C6,"New Glasgow, NS B2H 5C6
(45.600167, -62.676351)"
005848,Lounge,Morris East Restaurant & Wine Bar,620 Nine Mile DR,Bedford West,NS,B4A 0H4,"Bedford West, NS B4A 0H4
(44.725199, -63.667093)"
002017,Lounge,The Wooden Monkey Lounge,88 Alderney DR,Dartmouth,NS,B2Y 3Z6,"Dartmouth, NS B2Y 3Z6
(44.699281, -63.485051)"
003316,Lounge,Armview Lounge,7156 Chebucto RD,Halifax,NS,B3L 1N4,"Halifax, NS B3L 1N4
(44.642553, -63.619696)"
004151,Lounge,Celtic Corner Public House Lounge,69 Alderney DR,Dartmouth,NS,B2Y 2N7,"Dartmouth, NS B2Y 2N7
(44.664575, -63.568568)"
001459,Special Premises,Airlane Golf Club,2103 Old Guysborough  RD,Halifax Co.,NS,,"Halifax Co., NS
(44.646244, -63.573566)"
006231,Eating Establishment,Agora Bistro Cafe,2394 Agricola ST,Halifax,NS,B3K 4B9,"Halifax, NS B3K 4B9
(44.652736, -63.589777)"
005802,Eating Establishment,The Cabot Public House,10 Beach RD,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
005710,Lounge,Seamus David's Pub ,21 Logielmond Close  ,Dartmouth Crossing,NS,B3B 08,"Dartmouth Crossing, NS B3B 08
(44.666599, -63.566601)"
005548,Eating Establishment,Stubborn Goat Gastropub,1579 Grafton ST,Halifax,NS,B3J 2C3,"Halifax, NS B3J 2C3
(44.645015, -63.574448)"
006233,Eating Establishment,Riot Snack Bar,6293 Quinpool  RD,Halifax,NS,B3L 1A4,"Halifax, NS B3L 1A4
(44.645526, -63.596843)"
003674,Lounge,Midtown-Boomers Tavern & Lounge,1725 Market ST,Halifax,NS,B3J 3N9,"Halifax, NS B3J 3N9
(44.6472, -63.576273)"
005461,Eating Establishment,Kedge Lodge Restaurant,2931      Highway #1  ,Upper Clements,NS,B0S 1A0,"Upper Clements, NS B0S 1A0
(44.73394, -65.498816)"
002880,Lounge,My Son's Lounge,223 Wyse  RD,Dartmouth,NS,B4A 1N1,"Dartmouth, NS B4A 1N1
(44.719749, -63.672821)"
006205,Eating Establishment,Crystany's Brasserie,9848 Main  ST,Canning,NS,B0P 1H0,"Canning, NS B0P 1H0
(45.191915, -64.420595)"
004978,Lounge,Joe's Food Emporium Lounge,434 Main ST,Wolfville,NS,B4P 1E2,"Wolfville, NS B4P 1E2
(45.0914, -64.36281)"
004222,Lounge,Castle Rock Lounge,39339 Cabot Trail ,Ingonish Ferry,NS,B0C 1L0,"Ingonish Ferry, NS B0C 1L0
(46.646823, -60.408302)"
001814,Special Premises,Yarmouth Arts Regional Centre,76  Parade  ST,Yarmouth,NS,B5A 3B3,"Yarmouth, NS B5A 3B3
(43.836511, -66.108057)"
006351,Eating Establishment,Comvest Commercial Real Estate Inc,1682 Hollis ST,Halifax,NS,B3J 2R7,"Halifax, NS B3J 2R7
(44.64646, -63.572144)"
002900,Lounge,Glasgow Pub Lounge,300 Stewart ST,New Glasgow,NS,B2H 2R4,"New Glasgow, NS B2H 2R4
(45.58578, -62.645875)"
005552,Eating Establishment,Cheachie's Grill,102 Chain Lake DR,Halifax,NS,B3S 1A7,"Halifax, NS B3S 1A7
(44.637515, -63.66623)"
005563,Eating Establishment,Seoul Restaurant,5170 Duke ST,Halifax,NS,B3J 3J6,"Halifax, NS B3J 3J6
(44.649359, -63.574261)"
002387,Permanent  Special Occasion,Port Williams & District Lions Club,1045 Main ST,Port Williams,NS,B0P 1T0,"Port Williams, NS B0P 1T0
(45.106734, -64.416048)"
001462,Special Premises,VIA Rail Canada Inc.,1161 Hollis ST,Halifax,NS,B3H 2P6,"Halifax, NS B3H 2P6
(44.639525, -63.568835)"
005022,Lounge,Red Stag Tavern ,1496 Lower Water ST,Halifax,NS,B3J 1R9,"Halifax, NS B3J 1R9
(44.649651, -63.573841)"
005569,Lounge,Best Western Liverpool Hotel & Conference Centre,63 Queens Place DR,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
006247,Lounge,Tusu Karaoke Inc.,5680 Spring Garden  RD,Halifax,NS,B3J 1H5,"Halifax, NS B3J 1H5
(44.642434, -63.579178)"
002894,Lounge,Sidetrack Lounge,167 Commercial ST,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
004234,Special Premises,Osprey Ridge Golf Course,492 Harold Whynott RD,Bridgewater,NS,B4V 2W1,"Bridgewater, NS B4V 2W1
(44.452859, -64.57499)"
006061,Eating Establishment,Bamboo Garden Restaurant,8690 Hwy.1 ,Meteghan Centre,NS,B0W 2K0,"Meteghan Centre, NS B0W 2K0
(44.196593, -66.147849)"
005914,Eating Establishment,Rose & Rooster Bakery,6502 Hwy. 207 ,Head of Chezzetcook,NS,B0J 1N0,"Head of Chezzetcook, NS B0J 1N0
(44.576191, -63.730145)"
003739,Lounge,Ziggy's Pub and Grill Lounge,1167 Kings RD,Sydney River,NS,B1S 3B3,"Sydney River, NS B1S 3B3
(46.110512, -60.221133)"
005204,Lounge,Riverbank Lounge,856 Grand Mira South RD,Juniper Mountain,NS,B1K 1G8,"Juniper Mountain, NS B1K 1G8
(45.912515, -60.286382)"
004769,Special Premises,Trout Point Lodge,189 Trout Point RD,East Kemptville,NS,B5A 5X9,"East Kemptville, NS B5A 5X9
(43.838441, -66.114026)"
000947,Special Premises,Digby Pines Golf Resort and Spa,103 Shore RD,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
002432,Lounge,Rollie's Wharf Lounge,411 Purves ST,North Sydney,NS,B2A 1C5,"North Sydney, NS B2A 1C5
(46.212698, -60.242782)"
002613,Special Premises,Rodd Grand Hotel,417 Main ST,Yarmouth,NS,B5A 4B2,"Yarmouth, NS B5A 4B2
(43.867322, -66.105665)"
005867,Lounge,Bella's Cafe,117 East Victoria  ST,Amherst,NS,B4H 1X9,"Amherst, NS B4H 1X9
(45.835469, -64.211755)"
003703,Special Premises,"Nova Scotia Community College, Truro Campus",36 Arthur  ST,Truro,NS,B2N 1X5,"Truro, NS B2N 1X5
(45.360305, -63.289715)"
006172,Eating Establishment,A Bite of Asia Inc.,80 Dorchester ST,Sydney,NS,B1P 5Z1,"Sydney, NS B1P 5Z1
(46.141106, -60.19544)"
004661,Special Premises,Maritime Inn Antigonish,158 Main ST,Antigonish,NS,B2G 2B7,"Antigonish, NS B2G 2B7
(45.623816, -61.985942)"
002914,Lounge,Back Alley Lounge,777 King ST,Bridgewater,NS,B4V 1B6,"Bridgewater, NS B4V 1B6
(44.379768, -64.521434)"
005831,Eating Establishment,Sailors Galley,43 Bridge AV,Stellarton,NS,B0K 1S0,"Stellarton, NS B0K 1S0
(45.55495, -62.66745)"
006198,Eating Establishment,Patsy's Family Restaurant & Cottages,13353 Hwy. 4 ,Wentworth,NS,B0M 1Z0,"Wentworth, NS B0M 1Z0
(45.656063, -63.554293)"
006024,Eating Establishment,Mizu All You Can Eat,644 Portland ST,Dartmouth,NS,B2W 2M3,"Dartmouth, NS B2W 2M3
(44.670985, -63.529611)"
005921,Eating Establishment,Piez Bistro,635 Portland Hills DR,Dartmouth,NS,B2W 0J7,"Dartmouth, NS B2W 0J7
(44.675101, -63.511152)"
004264,Lounge,Gahan House Brew Pub,1869 Upper Water ST,Halifax,NS,B3J 1Y1,"Halifax, NS B3J 1Y1
(44.648922, -63.574236)"
005651,Eating Establishment,The B-Well Sushi and Cafe,6184 Quinpool  RD,Halifax,NS,B3L 1A3,"Halifax, NS B3L 1A3
(44.645669, -63.595739)"
003355,Special Premises,Octagon Room,802 Dingwall RD,Dingwall,NS,B0C 1G0,"Dingwall, NS B0C 1G0
(46.892629, -60.476555)"
005840,Eating Establishment,BlackRock Bistro,151 Main ST,Parrsboro,NS,B0M 1S0,"Parrsboro, NS B0M 1S0
(45.467124, -64.359312)"
005031,Lounge,Wick Pub,183 Commercial ST,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
006260,Eating Establishment,Seafarer's Pub,31 Cow Bay RD,Eastern Passage,NS,B3G 1M4,"Eastern Passage, NS B3G 1M4
(44.622156, -63.504554)"
005908,Eating Establishment,Brass Rail Family Restaurant,978 Cole Harbour  RD,Cole Harbour,,B2W 4X4,"Cole Harbour B2W 4X4
(44.6802, -63.490195)"
003501,Special Premises,Kingstec,236 Belcher  ST,Kentville,NS,B4N 0A6,"Kentville, NS B4N 0A6
(45.083841, -64.483773)"
006213,Lounge,Little Oak,1475 Lwr. Water ST,Halifax,NS,B3J 3Z2,"Halifax, NS B3J 3Z2
(44.644825, -63.570374)"
005155,Lounge,Woodside Lounge,209 Pleasant ST,Dartmouth,NS,B2Y 3R5,"Dartmouth, NS B2Y 3R5
(44.658217, -63.550756)"
005590,Eating Establishment,Bubba Ray's Sports Bar (Truro),515 Prince ST,Truro,NS,B2N 1E8,"Truro, NS B2N 1E8
(45.365696, -63.286674)"
006208,Eating Establishment,East Side Mario's,5287 Prince ST,Halifax,NS,B3J 3Z7,"Halifax, NS B3J 3Z7
(44.646633, -63.576343)"
006085,Eating Establishment,Golden Wu Restaurant,138 Arthur ST,Truro,NS,B2N 1Y1,"Truro, NS B2N 1Y1
(45.361462, -63.283276)"
005491,Lounge,Company House Lounge,2202 Gottingen  ST,Halifax,NS,B3K 3B4,"Halifax, NS B3K 3B4
(44.652437, -63.584041)"
005785,Eating Establishment,Marquee Ballroom (The),2037 Gottingen ST,Halifax,NS,B3K 3B1,"Halifax, NS B3K 3B1
(44.650544, -63.581189)"
005546,Eating Establishment,The Savvy Sailor Cafe,100 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
002065,Lounge,Cafe 101Lounge,101 Wyse  RD,Dartmouth,NS,B3A 1L9,"Dartmouth, NS B3A 1L9
(44.669624, -63.576914)"
005625,Eating Establishment,House of Cheng Restaurant,345 Main ST,Middleton,NS,B0S 1P0,"Middleton, NS B0S 1P0
(44.940456, -65.066774)"
001135,Special Premises,World Trade and Convention Centre,1800 Argyle ST,Halifax,NS,B3J 3N8,"Halifax, NS B3J 3N8
(44.6481, -63.575348)"
001144,Lounge,Salty Dog Bar & Grill Lounge,1869 Upper Water ST,Halifax,NS,B3J 1S9,"Halifax, NS B3J 1S9
(44.652261, -63.576866)"
006125,Eating Establishment,"East Side Mario's, Sydney",800 Grand Lake RD,Sydney,NS,B1P 6S9,"Sydney, NS B1P 6S9
(46.151914, -60.129771)"
005852,Eating Establishment,Memories Cafe & Eatery,28 Water ST,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
004130,Lounge,Black Diamond Bar & Grill Lounge,76 Townsend ST,Sydney,NS,B1P 5C8,"Sydney, NS B1P 5C8
(46.134768, -60.193303)"
006227,Eating Establishment,Danena's Cafe & Bakery ,30001 Cabot Trail  ,Cape Breton,NS,,"Cape Breton, NS
(46.002429, -60.316664)"
005596,Lounge,Loyalist Inn Lounge,160 Water ST,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
005471,Lounge,Battery Park Beer Bar & Eatery,62 Ochterloney ST,Dartmouth,NS,B2Y 1C2,"Dartmouth, NS B2Y 1C2
(44.66645, -63.56858)"
005634,Eating Establishment,Clove Hitch Bar & Bistro,8790 Highway#19  ,Port Hood,NS,B0E 2W0,"Port Hood, NS B0E 2W0
(46.013872, -61.513992)"
002770,Special Premises,Gisele Country Inn,387 Shore  RD,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
002050,Special Premises,River Oaks Golf Club,3909 Hwy #357 ,Meaghers Grant,NS,B0N 1V0,"Meaghers Grant, NS B0N 1V0
(44.922756, -63.232688)"
005483,Lounge,Trendz Cafe and Wine Bar,15 Spectacle Lake DR,Dartmouth,NS,B3B 1X7,"Dartmouth, NS B3B 1X7
(44.700629, -63.579706)"
005568,Eating Establishment,Best Western Liverpool Hotel & Conference Centre,63 Queens Place DR,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
005346,Lounge,"Mo's Pool ""n"" Grill Lng",6446 Highway #3 ,Western Shore,NS,B0J 3M0,"Western Shore, NS B0J 3M0
(44.531403, -64.314502)"
005304,Lounge,Nook and Cranny Lounge,627 Prince ST,Truro,NS,B2N 1G2,"Truro, NS B2N 1G2
(45.365467, -63.28444)"
006250,Eating Establishment,Bai Wei Grill Bar,1075 Queen ST,Halifax,NS,B3H 2R8,"Halifax, NS B3H 2R8
(44.636665, -63.574194)"
003586,Special Premises,Bayplex,151 Lower North ST,Glace Bay,NS,B1A  6B4,"Glace Bay, NS B1A 6B4
(46.194747, -59.970028)"
005661,Lounge,The Middle Spoon,1563 Barrington  ST,Halifax,NS,B3J 1Z7,"Halifax, NS B3J 1Z7
(44.64535, -63.573106)"
004743,Special Premises,M.V. Enos Collins,376 Purcell's Cove RD,Halifax,NS,B3P 1C7,"Halifax, NS B3P 1C7
(44.621775, -63.587473)"
006266,Eating Establishment,RJ's Green Light Country Kitchen,24  Grandique Ferry RD,Louisdale,NS,B0E 1V0,"Louisdale, NS B0E 1V0
(45.591975, -61.088139)"
006298,Eating Establishment,New Germany's Riverside Eatery,4744 Highway 10  ,New Germany,NS,B0R 1E0,"New Germany, NS B0R 1E0
(44.528126, -64.700999)"
004545,Lounge,Main Street Lounge,158 Main ST,Antigonish,NS,B2G 2B7,"Antigonish, NS B2G 2B7
(45.623816, -61.985942)"
005676,Eating Establishment,Dhaba Express Restaurant & Takeway,8 Oland CR,Halifax,NS,B3S 1C6,"Halifax, NS B3S 1C6
(44.647462, -63.676077)"
006157,Eating Establishment,Pho Maxim Thai Restaurant,30 Farnham Gate  RD,Halifax,NS,B3M 3W8,"Halifax, NS B3M 3W8
(44.673279, -63.664255)"
005635,Eating Establishment,Flavor 19 Dining Room,1225 Grand Lake RD,Sydney,NS,B1M 1A2,"Sydney, NS B1M 1A2
(46.163403, -60.09538)"
004575,Lounge,Henry Street Lounge,733 Victoria RD,Sydney,NS,B1N 1J4,"Sydney, NS B1N 1J4
(46.160803, -60.184812)"
006132,Lounge,The Commune Drinks + Music + Culture,113 Archimedes ST,New Glasgow,NS,B2M 4M1,"New Glasgow, NS B2M 4M1
(45.589191, -62.643711)"
004112,Special Premises,Halifax Citadel Regimental Association,5425 Sackville ST,Halifax,NS,B3J 3Y3,"Halifax, NS B3J 3Y3
(44.645549, -63.576179)"
004134,Special Premises,Liscombe Lodge,2884 Highway 7 ,Liscomb,NS,B0J 2A0,"Liscomb, NS B0J 2A0
(45.023797, -61.995935)"
005779,Eating Establishment,Wing 'N It Restaurant,4 Forest Hill Parkway  ,Dartmouth,NS,B2W 5G7,"Dartmouth, NS B2W 5G7
(44.671864, -63.490166)"
002289,Lounge,Steamers Lounge,73A  Starrs RD,Yarmouth,NS,B5A 2T6,"Yarmouth, NS B5A 2T6
(43.846616, -66.097315)"
004905,Lounge,East of Grafton,1580 Argyle  ST,Halifax,NS,B3J 2B3,"Halifax, NS B3J 2B3
(44.64593, -63.574179)"
003563,Lounge,Mike's Lunch Lounge,6 Sterling RD,Glace Bay,NS,B1A 3X3,"Glace Bay, NS B1A 3X3
(46.205899, -59.9568)"
002653,Lounge,Bras d'or Lakes Lounge,10095 Grenville ST,St. Peters,NS,B0E 3B0,"St. Peters, NS B0E 3B0
(45.663824, -60.849091)"
002395,Special Premises,Maritime Inn (Pt. Hawkesbury),717 Reeves ST,Port Hawkesbury,NS,B9A 2S2,"Port Hawkesbury, NS B9A 2S2
(45.614105, -61.349592)"
002088,Special Premises,M.V. Highlanders,355 Purves St ,North Sydney,,B2A 3M5,"North Sydney B2A 3M5
(46.232932, -60.299747)"
004604,Lounge,Finbar's Irish Pub Lounge,1595 Bedford Highway ,Bedford,NS,B4A 3Y4,"Bedford, NS B4A 3Y4
(44.734813, -63.655248)"
006337,Lounge,Sydney Street Pub & Cafe,14 Sydney  ST,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
006204,Eating Establishment,Dilly Dally Coffee Cafe,6100 Quinpool  RD,Halifax,NS,B3L 1A1,"Halifax, NS B3L 1A1
(44.646939, -63.591414)"
001731,Lounge,Freeman's Bar & Pasta House Lounge,6092 Quinpool RD,Halifax,NS,B3L 1A1,"Halifax, NS B3L 1A1
(44.646939, -63.591414)"
004622,Special Premises,Alderney Landing,2 Ochterloney ST,Dartmouth,NS,B2Y 1C2,"Dartmouth, NS B2Y 1C2
(44.66645, -63.56858)"
005622,Eating Establishment,Turkish Delight Kebab House,5680 Spring Garden  RD,Halifax,NS,B3J 1H5,"Halifax, NS B3J 1H5
(44.642434, -63.579178)"
001509,Special Premises,Glengarry Motel & Restaurant ,150 Willow ST,Truro,NS,B2N 4Z6,"Truro, NS B2N 4Z6
(45.362418, -63.288248)"
001117,Special Premises,Dartmouth Sportsplex Community Association,110 Wyse  RD,Dartmouth,NS,B3A 1M2,"Dartmouth, NS B3A 1M2
(44.669541, -63.576561)"
005025,Special Premises,Debert Golf Club,388 Reid RD,Debert,NS,B0M 1G0,"Debert, NS B0M 1G0
(45.423488, -63.460749)"
006240,Lounge,Halifax Distilling Co.,1668 Lower Water ST,Halifax,NS,B3J 1S1,"Halifax, NS B3J 1S1
(44.645795, -63.56566)"
005473,Eating Establishment,Lakeside Restaurant & Takeout,1962 Highway 211 ,Indian Harbour Lake,NS,B0J 3C0,"Indian Harbour Lake, NS B0J 3C0
(45.132294, -61.938627)"
006347,Eating Establishment,No.9 Coffee Bar,135 Montague ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
006271,Eating Establishment,Duncreigan Country Inn,11411 Route #19 ,Mabou,NS,B0E 1X0,"Mabou, NS B0E 1X0
(46.077579, -61.39362)"
005957,Lounge,Beaver Bank Station Limited,991 Windgate DR,Lower Sackville,NS,B4G 0A7,"Lower Sackville, NS B4G 0A7
(44.793403, -63.685017)"
006264,Eating Establishment,Rack & Cue Snooker Club Limited,334 Stewart ST,New Glasgow,NS,B2H 2R4,"New Glasgow, NS B2H 2R4
(45.58578, -62.645875)"
004057,Special Premises,Delta Halifax,1990 Barrington ST,Halifax,NS,B3J 1P2,"Halifax, NS B3J 1P2
(44.649361, -63.575196)"
002396,Permanent  Special Occasion,I.W. Akerley Campus,21 Woodlawn  RD,Dartmouth,NS,B2W 2R7,"Dartmouth, NS B2W 2R7
(44.681899, -63.527801)"
006331,Eating Establishment,Love Eat Asian Restaurant,232 Main ST,Antigonish,NS,B2G 2C2,"Antigonish, NS B2G 2C2
(45.62253, -61.99155)"
006324,Eating Establishment,SIX303 INC.,6303 Quinpool RD,Halifax,,B3L 1A4,"Halifax B3L 1A4
(44.645526, -63.596843)"
006318,Eating Establishment,German Schnitzel Bistro,65 King ST,Dartmouth,NS,B2Y 2R7,"Dartmouth, NS B2Y 2R7
(44.666513, -63.568289)"
005660,Eating Establishment,The Middle Spoon,1563 Barrington  ST,Halifax,NS,B3J 1Z7,"Halifax, NS B3J 1Z7
(44.64535, -63.573106)"
006265,Lounge,Rack & Cue Snooker Club Limited,334 Stewart ST,New Glasgow,NS,B2H 2R4,"New Glasgow, NS B2H 2R4
(45.58578, -62.645875)"
005637,Lounge,Clove Hitch Bar & Bistro,8790 Highway#19  ,Port Hood,NS,B0E 2W0,"Port Hood, NS B0E 2W0
(46.013872, -61.513992)"
005764,Eating Establishment,Samira's Lebanese Cuisine,8465 Bay RD,Black Point,NS,B0J 1B0,"Black Point, NS B0J 1B0
(44.651572, -63.981378)"
003683,Lounge,Dooly's Lounge (Young Street),3129 Kempt RD,Halifax,NS,B3K 5N6,"Halifax, NS B3K 5N6
(44.659311, -63.603119)"
005969,Lounge,Bubba Ray's Sports Bar Too,7071 Bayers Rd. Shop.Ctr.  ,Halifax,NS,B3L 2C2,"Halifax, NS B3L 2C2
(44.653612, -63.627898)"
005777,Eating Establishment,Fu-Wah Restaurant (Aylesford),2716 Highway #1  ,Aylesford,NS,B0P 1C0,"Aylesford, NS B0P 1C0
(45.02195, -64.832739)"
005485,Eating Establishment,Moxie's Classic Grill Dining Room,9 Countryview DR,Dartmouth,NS,B3B 0G4,"Dartmouth, NS B3B 0G4
(44.70466, -63.56462)"
006035,Lounge,TALO Cafebar,195 Commercial ST,Glace Bay,NS,B1A 3B9,"Glace Bay, NS B1A 3B9
(46.195943, -59.956259)"
002818,Lounge,"Brewdebaker's Tap and Grill Lounge, Halifax",287 Lacewood DR,Halifax,NS,B3M 3Y7,"Halifax, NS B3M 3Y7
(44.661801, -63.650707)"
006281,Eating Establishment,The Turtleback Tap & Grill,3187  Hwy #2  ,Fall River,NS,B2T 1K6,"Fall River, NS B2T 1K6
(44.813468, -63.609356)"
005602,Lounge,Allure on George Lounge,418 George ST,Sydney,NS,B1P 1K3,"Sydney, NS B1P 1K3
(46.138481, -60.19265)"
004837,Special Premises,Harbour Ridge Golf Club,108 Harbour Ridge DR,East Petpeswick,NS,B0J 2L0,"East Petpeswick, NS B0J 2L0
(44.775029, -63.136294)"
004694,Lounge,Don Cherry's Sports Grill Lng,45 Keltic  DR,Sydney,NS,,"Sydney, NS
(46.150002, -60.166599)"
006087,Eating Establishment,Angie's Family Restaurant,71 Main ST,Middleton,NS,B0S 1P0,"Middleton, NS B0S 1P0
(44.940456, -65.066774)"
002976,Lounge,Ye Olde Town Pub Lounge,9-11 Church ST,Annapolis Royal,NS,B0S 1A0,"Annapolis Royal, NS B0S 1A0
(44.73394, -65.498816)"
005584,Lounge,27 South Lounge,527 Highway 10  ,Bridgewater,NS,B4V 2W6,"Bridgewater, NS B4V 2W6
(44.376819, -64.544426)"
006270,Lounge,Aly Kat Lounge,10 Beech ST,Lockeport,NS,B0T 1L0,"Lockeport, NS B0T 1L0
(43.709278, -65.125375)"
005423,Lounge,Lavena's Catch Cafe Lounge,15 Highway 217 ,Freeport,NS,B0V 1B0,"Freeport, NS B0V 1B0
(44.293564, -66.277794)"
003855,Lounge,The Bistro on Prince Lounge,437 Prince ST,Truro,NS,B2N 1E6,"Truro, NS B2N 1E6
(45.366513, -63.292449)"
006093,Eating Establishment,Moxie's Grill /Bar,182 Chain Lake DR,Bayers Lake,NS,B3S 1C5,"Bayers Lake, NS B3S 1C5
(44.647827, -63.674215)"
005578,Eating Establishment,Pizza Delight (New Glasgow),690 East River RD,New Glasgow,NS,B2H 3S1,"New Glasgow, NS B2H 3S1
(45.576446, -62.641747)"
003688,Lounge,Hants County Pub - Suspended,20 Findley RD,Kennetcook,NS,B0N 1P0,"Kennetcook, NS B0N 1P0
(45.177896, -63.721297)"
005655,Eating Establishment,The Stone Soup Cafe & Catering,41 Water ST,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
004132,Lounge,Settler's Salt Water Cafe Lounge,67 Caladh AV,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
001291,Lounge,Miller's Tap & Grill,717 Reeves ST,Port Hawkesbury,NS,B9A 2S2,"Port Hawkesbury, NS B9A 2S2
(45.614105, -61.349592)"
006176,Eating Establishment,Eliot & Vine,2307 Clifton ST,Halifax,NS,B3K 4T9,"Halifax, NS B3K 4T9
(44.650817, -63.593521)"
006300,Eating Establishment,Chain-Yard Cider,2606 Agricola ST,Halifax,NS,B3K 4C8,"Halifax, NS B3K 4C8
(44.655519, -63.593851)"
002452,Special Premises,New Waterford & Dist. Community Centre,3432 Victoria AV,New Waterford,NS,B1H 4K4,"New Waterford, NS B1H 4K4
(46.249291, -60.088128)"
000775,Lounge,Top Deck Lounge,441 Shore RD,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
003493,Lounge,Clay West Bar & Grill,120 Susie Lake CR,Halifax,NS,B3S 1C7,"Halifax, NS B3S 1C7
(44.64583, -63.674764)"
003385,Lounge,Liverpool Pizzeria Lounge,155 Main ST,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
004017,Lounge,Pilot's Pub Lounge,10 Atlantic ST,Dartmouth,NS,B2Y 3S5,"Dartmouth, NS B2Y 3S5
(44.6491, -63.545808)"
004675,Lounge,Gutters Lounge,5 Gerrard AV,Amherst,NS,B4H 4S8,"Amherst, NS B4H 4S8
(45.817246, -64.228781)"
003892,Lounge,Piper's Pub Lounge,31 College ST,Antigonish,NS,B2G 1X5,"Antigonish, NS B2G 1X5
(45.620954, -61.991488)"
006123,Eating Establishment,The Commune Drinks + Music + Culture,113 Archimedes ST,New Glasgow,NS,B2M 4M1,"New Glasgow, NS B2M 4M1
(45.589191, -62.643711)"
005748,Eating Establishment,Relish Gourmet Burgers,6024 Quinpool  RD,Halifax,NS,B3Z 1L7,"Halifax, NS B3Z 1L7
(44.526412, -63.809355)"
